title_id;title
322;Murder at 1600 (1997)
323;Dante's Peak (1997)
324;Lost Highway (1997)
325;Crash (1996)
326;G.I. Jane (1997)
327;Cop Land (1997)
328;Conspiracy Theory (1997)
329;Desperate Measures (1998)
330;187 (1997)
331;The Edge (1997)
332;Kiss the Girls (1997)
333;The Game (1997)
334;U Turn (1997)
335;How to Be a Player (1997)
336;Playing God (1997)
337;The House of Yes (1997)
338;Bean (1997)
339;Mad City (1997)
340;Boogie Nights (1997)
341;Critical Care (1997)
342;The Man Who Knew Too Little (1997)
343;Alien: Resurrection (1997)
344;The Apostle (1997)
345;Deconstructing Harry (1997)
346;Jackie Brown (1997)
347;Wag the Dog (1997)
348;Desperate Measures (1998)
349;Hard Rain (1998)
350;Fallen (1998)
351;The Prophecy II (1998)
352;Spice World (1997)
353;Deep Rising (1998)
354;The Wedding Singer (1998)
355;Sphere (1998)
356;The Client (1994)
357;One Flew Over the Cuckoo's Nest (1975)
358;Spawn (1997)
359;The Assignment (1997)
360;Wonderland (1997)
361;Incognito (1997)
362;Blues Brothers 2000 (1998)
363;Sudden Death (1995)
364;Ace Ventura: When Nature Calls (1995)
365;Powder (1995)
366;Dangerous Minds (1995)
367;Clueless (1995)
368;Bio-Dome (1996)
369;Black Sheep (1996)
370;Mary Reilly (1996)
371;The Bridges of Madison County (1995)
372;Jeffrey (1995)
373;Judge Dredd (1995)
374;Mighty Morphin Power Rangers: The Movie (1995)
375;Showgirls (1995)
376;Houseguest (1994)
377;Heavyweights (1994)
378;Miracle on 34th Street (1994)
379;Tales From the Crypt Presents: Demon Knight (1995)
380;Star Trek: Generations (1994)
381;Muriel's Wedding (1994)
382;The Adventures of Priscilla, Queen of the Desert (1994)
383;The Flintstones (1994)
384;Naked Gun 33 1/3: The Final Insult (1994)
385;True Lies (1994)
386;Addams Family Values (1993)
387;The Age of Innocence (1993)
388;Beverly Hills Cop III (1994)
389;Black Beauty (1994)
390;Fear of a Black Hat (1993)
391;Last Action Hero (1993)
392;The Man Without a Face (1993)
393;Mrs. Doubtfire (1993)
394;Radioland Murders (1994)
395;Robin Hood: Men in Tights (1993)
396;Serial Mom (1994)
397;Striking Distance (1993)
398;Super Mario Bros. (1993)
399;The Three Musketeers (1993)
400;The Little Rascals (1994)
401;The Brady Bunch Movie (1995)
402;Ghost (1990)
403;Batman (1989)
404;Pinocchio (1940)
405;Mission: Impossible (1996)
406;Thinner (1996)
407;Spy Hard (1996)
408;A Close Shave (1995)
409;Jack (1996)
410;Kingpin (1996)
411;The Nutty Professor (1996)
412;A Very Brady Sequel (1996)
413;Tales from the Crypt Presents: Bordello of Blood (1996)
414;My Favorite Year (1982)
415;The Apple Dumpling Gang (1975)
416;Old Yeller (1957)
417;The Parent Trap (1961)
418;Cinderella (1950)
419;Mary Poppins (1964)
420;Alice in Wonderland (1951)
421;William Shakespeare's Romeo and Juliet (1996)
422;Aladdin and the King of Thieves (1996)
423;E.T. the Extra-Terrestrial (1982)
424;Children of the Corn: The Gathering (1996)
425;Bob Roberts (1992)
426;The Transformers: The Movie (1986)
427;To Kill a Mockingbird (1962)
428;Harold and Maude (1971)
429;The Day the Earth Stood Still (1951)
430;Duck Soup (1933)
431;Highlander (1986)
432;Fantasia (1940)
433;Heathers (1989)
434;Forbidden Planet (1956)
435;Butch Cassidy and the Sundance Kid (1969)
436;An American Werewolf in London (1981)
437;Amityville 1992: It's About Time (1992)
438;Amityville 3-D (1983)
439;Amityville: A New Generation (1993)
440;Amityville II: The Possession (1982)
441;The Amityville Horror (1979)
442;The Amityville Curse (1990)
443;The Birds (1963)
444;The Blob (1958)
445;The Body Snatcher (1945)
446;Burnt Offerings (1976)
447;Carrie (1976)
448;The Omen (1976)
449;Star Trek: The Motion Picture (1979)
450;Star Trek V: The Final Frontier (1989)
451;Grease (1978)
452;Jaws 2 (1978)
453;Jaws 3-D (1983)
454;Bastard Out of Carolina (1996)
455;Jackie Chan's First Strike (1996)
456;Beverly Hills Ninja (1997)
457;Free Willy 3: The Rescue (1997)
458;Nixon (1995)
459;Cry, The Beloved Country (1995)
460;The Crossing Guard (1995)
461;Smoke (1995)
462;Like Water For Chocolate (Como agua para chocolate) (1992)
463;The Secret of Roan Inish (1994)
464;Vanya on 42nd Street (1994)
465;The Jungle Book (1994)
466;Red Rock West (1992)
467;A Bronx Tale (1993)
468;Rudy (1993)
469;Short Cuts (1993)
470;Tombstone (1993)
471;Courage Under Fire (1996)
472;Dragonheart (1996)
473;James and the Giant Peach (1996)
474;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
475;Trainspotting (1996)
476;The First Wives Club (1996)
477;Matilda (1996)
478;The Philadelphia Story (1940)
479;Vertigo (1958)
480;North by Northwest (1959)
481;The Apartment (1960)
482;Some Like It Hot (1959)
483;Casablanca (1942)
484;The Maltese Falcon (1941)
485;My Fair Lady (1964)
486;Sabrina (1954)
487;Roman Holiday (1953)
488;Sunset Blvd. (1950)
489;Notorious (1946)
490;To Catch a Thief (1955)
491;The Adventures of Robin Hood (1938)
492;East of Eden (1955)
493;The Thin Man (1934)
494;His Girl Friday (1940)
495;Around the World in 80 Days (1956)
496;It's a Wonderful Life (1946)
497;Bringing Up Baby (1938)
498;The African Queen (1951)
499;Cat on a Hot Tin Roof (1958)
500;Fly Away Home (1996)
501;Dumbo (1941)
502;Bananas (1971)
503;The Candidate (1972)
504;Bonnie and Clyde (1967)
505;Dial M for Murder (1954)
506;Rebel Without a Cause (1955)
507;A Streetcar Named Desire (1951)
508;The People vs. Larry Flynt (1996)
509;My Left Foot (1989)
510;The Magnificent Seven (1954)
511;Lawrence of Arabia (1962)
512;Wings of Desire (1987)
513;The Third Man (1949)
514;Annie Hall (1977)
515;Das Boot (1981)
516;Local Hero (1983)
517;Manhattan (1979)
518;Miller's Crossing (1990)
519;The Treasure of the Sierra Madre (1948)
520;The Great Escape (1963)
521;The Deer Hunter (1978)
522;Down by Law (1986)
523;Cool Hand Luke (1967)
524;The Great Dictator (1940)
525;The Big Sleep (1946)
526;Ben-Hur (1959)
527;Gandhi (1982)
528;The Killing Fields (1984)
529;My Life as a Dog (Mitt liv som hund) (1985)
530;The Man Who Would Be King (1975)
531;Shine (1996)
532;Kama Sutra: A Tale of Love (1996)
533;The Daytrippers (1996)
534;Traveller (1997)
535;Addicted to Love (1997)
536;Ponette (1996)
537;My Own Private Idaho (1991)
538;Anastasia (1997)
539;Mouse Hunt (1997)
540;Money Train (1995)
541;Mortal Kombat (1995)
542;Pocahontas (1995)
543;Les Miserables (1995)
544;Things to Do in Denver when You're Dead (1995)
545;Vampire in Brooklyn (1995)
546;Broken Arrow (1996)
547;The Young Poisoner's Handbook (1995)
548;The NeverEnding Story III (1994)
549;Rob Roy (1995)
550;Die Hard: With a Vengeance (1995)
551;Lord of Illusions (1995)
552;Species (1995)
553;A Walk in the Clouds (1995)
554;Waterworld (1995)
555;White Man's Burden (1995)
556;Wild Bill (1995)
557;Farinelli: il castrato (1994)
558;Heavenly Creatures (1994)
559;Interview with the Vampire (1994)
560;A Kid in King Arthur's Court (1995)
561;Mary Shelley's Frankenstein (1994)
562;The Quick and the Dead (1995)
563;Stephen King's The Langoliers (1995)
564;Tales from the Hood (1995)
565;Village of the Damned (1995)
566;Clear and Present Danger (1994)
567;Wes Craven's New Nightmare (1994)
568;Speed (1994)
569;Wolf (1994)
570;Wyatt Earp (1994)
571;Another Stakeout (1993)
572;Blown Away (1994)
573;Body Snatchers (1993)
574;Boxing Helena (1993)
575;City Slickers II: The Legend of Curly's Gold (1994)
576;Cliffhanger (1993)
577;Coneheads (1993)
578;Demolition Man (1993)
579;Fatal Instinct (1993)
580;The Englishman Who Went up a Hill but Came down a Mountain (1995)
581;Kalifornia (1993)
582;The Piano (1993)
583;Romeo Is Bleeding (1993)
584;The Secret Garden (1993)
585;Son in Law (1993)
586;Terminal Velocity (1994)
587;The Hour of the Pig (1993)
588;Beauty and the Beast (1991)
589;The Wild Bunch (1969)
590;Hellraiser: Bloodline (1996)
591;Primal Fear (1996)
592;True Crime (1995)
593;Stalingrad (1993)
594;Heavy (1995)
595;The Fan (1996)
596;The Hunchback of Notre Dame (1996)
597;Eraser (1996)
598;The Big Squeeze (1996)
599;Police Story 4: Project S (Chao ji ji hua) (1993)
600;Daniel Defoe's Robinson Crusoe (1996)
601;For Whom the Bell Tolls (1943)
602;An American in Paris (1951)
603;Rear Window (1954)
604;It Happened One Night (1934)
605;Meet Me in St. Louis (1944)
606;All About Eve (1950)
607;Rebecca (1940)
608;Spellbound (1945)
609;Father of the Bride (1950)
610;Gigi (1958)
611;Laura (1944)
612;Lost Horizon (1937)
613;My Man Godfrey (1936)
614;Giant (1956)
615;The 39 Steps (1935)
616;Night of the Living Dead (1968)
617;The Blue Angel (Der Blaue Engel) (1930)
618;Picnic (1955)
619;Extreme Measures (1996)
620;The Chamber (1996)
621;Davy Crockett, King of the Wild Frontier (1955)
622;Swiss Family Robinson (1960)
623;Angels in the Outfield (1994)
624;The Three Caballeros (1945)
625;The Sword in the Stone (1963)
626;So Dear to My Heart (1949)
627;Robin Hood: Prince of Thieves (1991)
628;Sleepers (1996)
629;Victor/Victoria (1982)
630;The Great Race (1965)
631;The Crying Game (1992)
632;Sophie's Choice (1982)
633;A Christmas Carol (1938)
634;Microcosmos: Le peuple de l'herbe (1996)
635;The Fog (1980)
636;Escape from New York (1981)
637;The Howling (1981)
638;The Return of Martin Guerre (Le Retour de Martin Guerre) (1982)
639;The Tin Drum (Die Blechtrommel) (1979)
640;The Cook the Thief His Wife & Her Lover (1989)
641;Paths of Glory (1957)
642;The Grifters (1990)
643;The Innocent (1994)
644;The Thin Blue Line (1988)
645;Paris Is Burning (1990)
646;Once Upon a Time in the West (1969)
647;Ran (1985)
648;The Quiet Man (1952)
649;Once Upon a Time in America (1984)
650;The Seventh Seal (Det Sjunde inseglet) (1957)
651;Glory (1989)
652;Rosencrantz and Guildenstern Are Dead (1990)
653;Touch of Evil (1958)
654;Chinatown (1974)
655;Stand by Me (1986)
656;M (1931)
657;The Manchurian Candidate (1962)
658;Pump Up the Volume (1990)
659;Arsenic and Old Lace (1944)
660;Fried Green Tomatoes (1991)
661;High Noon (1952)
662;Somewhere in Time (1980)
663;Being There (1979)
664;Paris, Texas (1984)
665;Alien 3 (1992)
666;Blood For Dracula (Andy Warhol's Dracula) (1974)
667;Audrey Rose (1977)
668;Blood Beach (1981)
669;Body Parts (1991)
670;Body Snatchers (1993)
671;Bride of Frankenstein (1935)
672;Candyman (1992)
673;Cape Fear (1962)
674;Cat People (1982)
675;Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)
676;The Crucible (1996)
677;Fire on the Mountain (1996)
678;Volcano (1997)
679;Conan the Barbarian (1981)
680;Kull the Conqueror (1997)
681;Wishmaster (1997)
682;I Know What You Did Last Summer (1997)
683;Rocket Man (1997)
684;In the Line of Fire (1993)
685;Executive Decision (1996)
686;A Perfect World (1993)
687;McHale's Navy (1997)
688;Leave It to Beaver (1997)
689;The Jackal (1997)
690;Seven Years in Tibet (1997)
691;Dark City (1998)
692;The American President (1995)
693;Casino (1995)
694;Persuasion (1995)
695;Kicking and Screaming (1995)
696;City Hall (1996)
697;The Basketball Diaries (1995)
698;The Browning Version (1994)
699;Little Women (1994)
700;Miami Rhapsody (1995)
701;The Wonderful Horrible Life of Leni Riefenstahl(1993)
702;Barcelona (1994)
703;Widows' Peak (1994)
704;The House of the Spirits (1993)
705;Singin' in the Rain (1952)
706;Bad Moon (1996)
707;Enchanted April (1991)
708;Sex, Lies and Videotape (1989)
709;Strictly Ballroom (1992)
710;Better Off Dead... (1985)
711;The Substance of Fire (1996)
712;Tin Men (1987)
713;Othello (1995)
714;Carrington (1995)
715;To Die For (1995)
716;Home for the Holidays (1995)
717;The Juror (1996)
718;In the Bleak Midwinter (1995)
719;Canadian Bacon (1994)
720;First Knight (1995)
721;Mallrats (1995)
722;Nine Months (1995)
723;Boys on the Side (1995)
724;Circle of Friends (1995)
725;Exit to Eden (1994)
726;Fluke (1995)
727;Immortal Beloved (1994)
728;Junior (1994)
729;Nell (1994)
730;Queen Margot (La Reine Margot) (1994)
731;Corrina, Corrina (1994)
732;Dave (1993)
733;Go Fish (1994)
734;Made in America (1993)
735;Philadelphia (1993)
736;Shadowlands (1993)
737;Sirens (1994)
738;Threesome (1994)
739;Pretty Woman (1990)
740;Jane Eyre (1996)
741;The Last Supper (1995)
742;Ransom (1996)
743;The Crow: City of Angels (1996)
744;Michael Collins (1996)
745;The Ruling Class (1972)
746;Real Genius (1985)
747;Benny & Joon (1993)
748;The Saint (1997)
749;The MatchMaker (1997)
750;Amistad (1997)
751;Tomorrow Never Dies (1997)
752;The Replacement Killers (1998)
753;Burnt By the Sun (1994)
754;Red Corner (1997)
755;Jumanji (1995)
756;Father of the Bride Part II (1995)
757;Across the Sea of Time (1995)
758;Lawnmower Man 2: Beyond Cyberspace (1996)
759;Fair Game (1995)
760;Screamers (1995)
761;Nick of Time (1995)
762;Beautiful Girls (1996)
763;Happy Gilmore (1996)
764;If Lucy Fell (1996)
765;Boomerang (1992)
766;Man of the Year (1995)
767;The Addiction (1995)
768;Casper (1995)
769;Congo (1995)
770;Devil in a Blue Dress (1995)
771;Johnny Mnemonic (1995)
772;Kids (1995)
773;Mute Witness (1994)
774;The Prophecy (1995)
775;Something to Talk About (1995)
776;Three Wishes (1995)
777;Castle Freak (1995)
778;Don Juan DeMarco (1995)
779;Drop Zone (1994)
780;Dumb & Dumber (1994)
781;French Kiss (1995)
782;Little Odessa (1994)
783;Milk Money (1994)
784;Beyond Bedlam (1993)
785;Only You (1994)
786;The Perez Family (1995)
787;Roommates (1995)
788;Relative Fear (1994)
789;Swimming with Sharks (1995)
790;Tommy Boy (1995)
791;The Baby-Sitters Club (1995)
792;Bullets Over Broadway (1994)
793;Crooklyn (1994)
794;It Could Happen to You (1994)
795;Richie Rich (1994)
796;Speechless (1994)
797;Timecop (1994)
798;Bad Company (1995)
799;Boys Life (1995)
800;In the Mouth of Madness (1995)
801;The Air Up There (1994)
802;Hard Target (1993)
803;Heaven & Earth (1993)
804;Jimmy Hollywood (1994)
805;Manhattan Murder Mystery (1993)
806;Menace II Society (1993)
807;Poetic Justice (1993)
808;The Program (1993)
809;Rising Sun (1993)
810;The Shadow (1994)
811;Thirty-Two Short Films About Glenn Gould (1993)
812;Andre (1994)
813;The Celluloid Closet (1995)
814;A Great Day in Harlem (1994)
815;One Fine Day (1996)
816;Candyman: Farewell to the Flesh (1995)
817;Frisk (1995)
818;Girl 6 (1996)
819;Eddie (1996)
820;Space Jam (1996)
821;Mrs. Winterbourne (1996)
822;Faces (1968)
823;Mulholland Falls (1996)
824;The Great White Hype (1996)
825;The Arrival (1996)
826;The Phantom (1996)
827;Daylight (1996)
828;Alaska (1996)
829;Fled (1996)
830;Power 98 (1995)
831;Escape from L.A. (1996)
832;Bogus (1996)
833;Bulletproof (1996)
834;Halloween: The Curse of Michael Myers (1995)
835;The Gay Divorcee (1934)
836;Ninotchka (1939)
837;Meet John Doe (1941)
838;In the Line of Duty 2 (1987)
839;Loch Ness (1995)
840;Last Man Standing (1996)
841;The Glimmer Man (1996)
842;Pollyanna (1960)
843;The Shaggy Dog (1959)
844;Freeway (1996)
845;That Thing You Do! (1996)
846;To Gillian on Her 37th Birthday (1996)
847;Looking for Richard (1996)
848;Murder, My Sweet (1944)
849;Days of Thunder (1990)
850;A Perfect Candidate (1996)
851;Two or Three Things I Know About Her (1966)
852;The Bloody Child (1996)
853;Braindead (1992)
854;Bad Taste (1987)
855;Diva (1981)
856;Night on Earth (1991)
857;Paris Was a Woman (1995)
858;Amityville: Dollhouse (1996)
859;April Fool's Day (1986)
860;The Believers (1987)
861;Nosferatu a Venezia (1986)
862;Jingle All the Way (1996)
863;The Garden of Finzi-Contini (Il Giardino dei Finzi-Contini) (1970)
864;My Fellow Americans (1996)
865;The Ice Storm (1997)
866;Michael (1996)
867;The Whole Wide World (1996)
868;Hearts and Minds (1996)
869;Fools Rush In (1997)
870;Touch (1997)
871;Vegas Vacation (1997)
872;Love Jones (1997)
873;Picture Perfect (1997)
874;Career Girls (1997)
875;She's So Lovely (1997)
876;Money Talks (1997)
877;Excess Baggage (1997)
878;That Darn Cat! (1997)
879;The Peacemaker (1997)
880;Soul Food (1997)
881;Money Talks (1997)
882;Washington Square (1997)
883;Telling Lies in America (1997)
884;Year of the Horse (1997)
885;Phantoms (1998)
886;A Life Less Ordinary (1997)
887;Eve's Bayou (1997)
888;One Night Stand (1997)
889;The Tango Lesson (1997)
890;Mortal Kombat: Annihilation (1997)
891;Bent (1997)
892;Flubber (1997)
893;For Richer or Poorer (1997)
894;Home Alone 3 (1997)
895;Scream 2 (1997)
896;The Sweet Hereafter (1997)
897;Time Tracers (1995)
898;The Postman (1997)
899;The Winter Guest (1997)
900;Kundun (1997)
901;Mr. Magoo (1997)
902;The Big Lebowski (1998)
903;Afterglow (1997)
904;Ma vie en rose (My Life in Pink) (1997)
905;Great Expectations (1998)
906;Oscar & Lucinda (1997)
907;Vermin (1998)
908;Half Baked (1998)
909;Dangerous Beauty (1998)
910;Nil By Mouth (1997)
911;Twilight (1998)
912;U.S. Marshalls (1998)
913;Love and Death on Long Island (1997)
914;Wild Things (1998)
915;Primary Colors (1998)
916;Lost in Space (1998)
917;Mercury Rising (1998)
918;City of Angels (1998)
919;The City of Lost Children (1995)
920;Two Bits (1995)
921;Farewell My Concubine (1993)
922;Dead Man (1995)
923;Raise the Red Lantern (1991)
924;White Squall (1996)
925;Unforgettable (1996)
926;Down Periscope (1996)
927;The Flower of My Secret (La Flor de mi secreto) (1995)
928;The Craft (1996)
929;Harriet the Spy (1996)
930;Chain Reaction (1996)
931;The Island of Dr. Moreau (1996)
932;First Kid (1996)
933;The Funeral (1996)
934;The Preacher's Wife (1996)
935;Paradise Road (1997)
936;Brassed Off (1996)
937;A Thousand Acres (1997)
938;A Smile Like Yours (1997)
939;Murder in the First (1995)
940;Airheads (1994)
941;With Honors (1994)
